SHOP_CODE,EQPT,AGENCY_CODE,DELAY_FREQ,REMARKS_CATEGORY,DELAY_DURN,MONTH,SEASON
9,MILL,C,1.0,Production Change,0.15,12,Winter
8,MILL,C,1.0,Others,0.1,12,Winter
7,BAR MILL,C,1.0,Production Change,0.3,12,Winter
1,CT-1,ID,1.0,Operational Delay,6.3,12,Winter
2,OT-3,ID,1.0,Operational Delay,13.45,12,Winter
5,PCM,SD,1.0,Others,4.0,12,Winter
6,CCM-5,SD,1.0,Shutdown,5.0,12,Winter
6,CCM-2,ID,1.0,Operational Delay,0.45,12,Winter
6,CCM-4,ID,1.0,Operational Delay,1.1,12,Winter
6,CCM-5,O,1.0,Others,1.45,12,Winter
4,RMB,O,1.0,Others,1.0,12,Winter
10,BOILER-5,CR,1.0,Others,24.0,12,Winter
5,PCM,ID,1.0,Operational Delay,2.0,12,Winter
1,CT-1,O,1.0,Others,0.35,12,Winter
14,LBSS-3,O,1.0,Others,16.0,12,Winter
4,RMB,M,1.0,Others,1.3,12,Winter
5,F/C-2,O,1.0,Others,0.4,12,Winter
7,BILLET MIL,C,1.0,Others,0.3,12,Winter
7,BILLET MIL,SD,1.0,Shutdown,4.0,12,Winter
2,LOCP,E,1.0,Others,2.0,12,Winter
5,PCM,SD,1.0,Shutdown,12.0,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
8,MILL,C,1.0,Others,0.3,12,Winter
8,MILL,C,1.0,Production Change,0.15,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
2,OT-3,S,1.0,Others,0.5,12,Winter
7,BILLET MIL,SD,1.0,Shutdown,4.0,12,Winter
7,BAR MILL,C,1.0,Production Change,1.0,12,Winter
6,CONV-B,O,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.1,12,Winter
1,CT-1,C,1.0,Others,0.3,12,Winter
3,CSP,O,1.0,Others,0.15,12,Winter
3,CSP,O,1.0,Others,0.2,12,Winter
3,CSP,MIS,1.0,Conveyor Failure,0.1,12,Winter
3,BATTERY-2,O,1.0,Conveyor Failure,0.3,12,Winter
6,CONV-A,O,1.0,Others,0.3,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
6,CCM-1,O,1.0,Others,1.1,12,Winter
9,MILL,M,1.0,Others,0.05,12,Winter
9,MILL,E,1.0,Others,0.1,12,Winter
9,MILL,M,1.0,Others,0.15,12,Winter
9,MILL,O,1.0,Others,0.1,12,Winter
8,MILL,E,1.0,Others,0.12,12,Winter
8,MILL,M,1.0,Others,0.12,12,Winter
8,MILL,O,1.0,Others,0.11,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.2,12,Winter
4,M/C-1,E,1.0,Others,0.15,12,Winter
4,M/C-1,M,1.0,Others,0.25,12,Winter
10,BPTS,S,1.0,Others,1.45,12,Winter
8,MILL,SD,1.0,Others,4.0,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
6,CONV-A,E,1.0,Others,3.0,12,Winter
6,CONV-B,O,1.0,Others,1.1,12,Winter
1,CT-1,C,1.0,Others,0.5,12,Winter
8,MILL,C,1.0,Maintenance,0.15,12,Winter
5,PCM,ID,1.0,Operational Delay,5.0,12,Winter
6,CONV-B,O,1.0,Others,0.3,12,Winter
8,MILL,MS,1.0,Others,0.1,12,Winter
8,MILL,S,1.0,Others,1.0,12,Winter
8,MILL,C,1.0,Maintenance,0.1,12,Winter
5,PCM,ID,1.0,Operational Delay,7.0,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
4,M/C-2,ID,1.0,Operational Delay,8.3,12,Winter
2,OT-3,C,1.0,Others,1.0,12,Winter
2,BRC,SD,1.0,Shutdown,7.3,12,Winter
2,OT-3,ID,1.0,Operational Delay,4.1,12,Winter
10,BPTS,SD,1.0,Shutdown,14.3,12,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
2,OT-1,ID,1.0,Operational Delay,6.1,12,Winter
6,CCM-2,ID,1.0,Operational Delay,6.3,12,Winter
3,BATTERY-2,M,1.0,Others,1.3,12,Winter
15,FK-5,O,1.0,Maintenance,5.3,12,Winter
6,CCM-5,O,1.0,Conveyor Failure,0.35,12,Winter
6,CONV-C,O,1.0,Others,1.4,12,Winter
4,M/C-1,M,1.0,Others,0.15,12,Winter
2,OT-3,ID,1.0,Operational Delay,1.35,12,Winter
6,MIXER-2,CR,1.0,Others,24.0,12,Winter
6,CCM-1,ID,1.0,Operational Delay,1.5,12,Winter
6,CCM-1,O,1.0,Others,1.15,12,Winter
1,WBRC,SD,1.0,Shutdown,9.3,12,Winter
2,LOCP,SD,1.0,Shutdown,4.45,12,Winter
2,OT-3,C,1.0,Others,0.4,12,Winter
2,OT-2,ID,1.0,Operational Delay,8.15,12,Winter
2,OT-1,ID,1.0,Operational Delay,4.2,12,Winter
2,OT-2,C,1.0,Others,0.45,12,Winter
2,OT-1,M,1.0,Operational Delay,1.0,12,Winter
2,OT-1,O,1.0,Others,2.15,12,Winter
2,OT-1,C,1.0,Others,0.4,12,Winter
6,CONV-C,O,1.0,Others,0.35,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
2,OT-1,M,1.0,Others,1.3,12,Winter
6,CONV-C,O,1.0,Others,0.55,12,Winter
6,CONV-C,M,1.0,Others,0.2,12,Winter
6,CONV-B,S,1.0,Others,4.15,12,Winter
6,CCM-4,ID,1.0,Operational Delay,0.3,12,Winter
7,BILLET MIL,SD,1.0,Shutdown,24.0,12,Winter
7,BAR MILL,SD,1.0,Shutdown,24.0,12,Winter
9,MILL,C,1.0,Others,2.0,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,C,1.0,Production Change,0.1,12,Winter
8,MILL,C,1.0,Production Change,0.1,12,Winter
8,MILL,M,1.0,Others,0.1,12,Winter
2,OT-3,ID,1.0,Operational Delay,4.4,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
1,CT-1,ID,1.0,Operational Delay,1.3,12,Winter
9,MILL,SD,1.0,Shutdown,16.0,12,Winter
2,OT-2,ID,1.0,Operational Delay,5.4,12,Winter
8,MILL,M,1.0,Others,2.4,12,Winter
2,OT-1,C,1.0,Others,0.3,12,Winter
6,CCM-4,O,1.0,Conveyor Failure,1.25,12,Winter
6,CCM-3,O,1.0,Conveyor Failure,1.4,12,Winter
6,CCM-3,ID,1.0,Operational Delay,2.1,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
4,RMB,M,1.0,Others,0.3,12,Winter
3,CSP,M,1.0,Others,12.0,12,Winter
14,LBSS-1,O,1.0,Others,24.0,12,Winter
10,BOILER-5,CR,1.0,Others,24.0,12,Winter
5,PCM,ID,1.0,Operational Delay,11.0,12,Winter
5,PCM,SD,1.0,Others,24.0,12,Winter
6,CCM-5,SD,1.0,Shutdown,19.0,12,Winter
1,CT-2,CR,1.0,Others,24.0,12,Winter
15,FK-4,ID,1.0,Operational Delay,12.0,12,Winter
15,FK-1,SD,1.0,Shutdown,2.45,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
2,LOCP,SD,1.0,Others,5.35,12,Winter
1,CT-1,ID,1.0,Operational Delay,1.3,12,Winter
1,CT-1,S,1.0,Others,1.15,12,Winter
1,CT-1,C,1.0,Others,0.25,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
4,M/C-1,C,1.0,Others,0.15,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
7,BILLET MIL,E,1.0,Others,0.15,12,Winter
7,BAR MILL,C,1.0,Maintenance,0.2,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
5,PCM,ID,1.0,Operational Delay,7.0,12,Winter
6,CONV-B,O,1.0,Others,0.25,12,Winter
2,OT-3,C,1.0,Others,0.55,12,Winter
1,CT-2,CR,1.0,Others,24.0,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
6,CCM-2,ID,1.0,Operational Delay,0.35,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
6,CONV-B,O,1.0,Others,0.3,12,Winter
6,CONV-A,O,1.0,Others,1.0,12,Winter
6,CONV-C,O,1.0,Others,0.2,12,Winter
6,CONV-B,O,1.0,Others,0.15,12,Winter
6,CCM-6,O,1.0,Others,3.55,12,Winter
6,CCM-6,ID,1.0,Operational Delay,2.0,12,Winter
14,LBSS-1,O,1.0,Others,24.0,12,Winter
2,OT-1,ID,1.0,Operational Delay,3.2,12,Winter
6,CCM-2,O,1.0,Others,1.5,12,Winter
8,MILL,C,1.0,Production Change,0.07,12,Winter
9,MILL,C,1.0,Production Change,0.2,12,Winter
4,RMB,MS,1.0,Others,1.0,12,Winter
4,RMB,O,1.0,Others,1.0,12,Winter
6,CONV-A,O,1.0,Others,1.45,12,Winter
6,CONV-B,O,1.0,Others,0.15,12,Winter
6,CONV-C,O,1.0,Others,1.25,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
6,CONV-C,O,1.0,Others,0.15,12,Winter
8,MILL,C,1.0,Maintenance,0.1,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
1,CT-1,C,1.0,Others,1.3,12,Winter
1,CT-1,C,1.0,Others,0.4,12,Winter
9,MILL,E,1.0,Others,0.15,12,Winter
2,OT-2,O,1.0,Others,3.3,12,Winter
9,MILL,O,1.0,Others,0.3,12,Winter
2,OT-1,C,1.0,Others,0.4,12,Winter
5,PCM,SD,1.0,Others,24.0,12,Winter
10,BOILER-5,CR,1.0,Others,24.0,12,Winter
1,CT-1,ID,1.0,Operational Delay,0.3,12,Winter
5,PCM,ID,1.0,Operational Delay,6.0,12,Winter
6,MIXER-2,CR,1.0,Others,24.0,12,Winter
10,GETS,I,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
15,FK-5,O,1.0,Maintenance,24.0,12,Winter
6,CCM-2,O,1.0,Others,1.5,12,Winter
6,CCM-2,ID,1.0,Operational Delay,0.3,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
9,MILL,O,1.0,Others,0.15,12,Winter
1,CT-1,S,1.0,Others,1.4,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
9,MILL,M,1.0,Others,0.05,12,Winter
9,MILL,C,1.0,Others,0.1,12,Winter
9,MILL,C,1.0,Production Change,0.2,12,Winter
9,MILL,O,1.0,Others,0.2,12,Winter
9,MILL,O,1.0,Others,0.1,12,Winter
9,MILL,SD,1.0,Shutdown,1.4,12,Winter
2,OT-2,S,1.0,Others,1.05,12,Winter
2,LOCP,M,1.0,Others,2.0,12,Winter
4,M/C-1,M,1.0,Others,0.15,12,Winter
6,CCM-5,O,1.0,Others,6.45,12,Winter
8,MILL,C,1.0,Others,0.45,12,Winter
6,CONV-B,O,1.0,Others,0.2,12,Winter
2,OT-3,ID,1.0,Operational Delay,1.5,12,Winter
2,OT-3,C,1.0,Others,0.35,12,Winter
2,OT-3,C,1.0,Others,1.05,12,Winter
4,RMB,O,1.0,Others,1.3,12,Winter
7,BILLET MIL,C,1.0,Production Change,0.3,12,Winter
7,BILLET MIL,E,1.0,Others,0.45,12,Winter
9,MILL,O,1.0,Others,0.4,12,Winter
9,MILL,C,1.0,Production Change,0.3,12,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,12,Winter
9,MILL,M,1.0,Others,0.4,12,Winter
2,OT-1,ID,1.0,Operational Delay,6.5,12,Winter
4,M/C-1,M,1.0,Others,0.45,12,Winter
8,MILL,C,1.0,Maintenance,0.2,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
7,BILLET MIL,SD,1.0,Shutdown,1.0,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
9,MILL,M,1.0,Conveyor Failure,0.1,12,Winter
7,BAR MILL,C,1.0,Production Change,0.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.3,12,Winter
2,OT-1,C,1.0,Others,0.35,12,Winter
8,MILL,C,1.0,Others,0.45,12,Winter
1,CT-1,S,1.0,Others,1.4,12,Winter
7,BAR MILL,C,1.0,Others,1.3,12,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.3,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
7,BILLET MIL,SD,1.0,Shutdown,4.0,12,Winter
4,RMB,M,1.0,Conveyor Failure,0.3,12,Winter
3,BATTERY-2,M,1.0,Others,1.3,12,Winter
2,OT-3,ID,1.0,Operational Delay,5.25,12,Winter
8,MILL,S,1.0,Others,0.45,12,Winter
6,CCM-6,SD,1.0,Shutdown,7.45,12,Winter
8,MILL,C,1.0,Others,0.55,12,Winter
7,BAR MILL,S,1.0,Others,0.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,1.0,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
8,MILL,S,1.0,Others,0.25,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
6,CONV-A,O,1.0,Others,0.3,12,Winter
6,CONV-A,O,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.15,12,Winter
6,CCM-5,O,1.0,Others,1.2,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
7,BAR MILL,O,1.0,Others,0.3,12,Winter
5,PCM,ID,1.0,Operational Delay,7.0,12,Winter
2,OT-2,ID,1.0,Operational Delay,0.45,12,Winter
9,MILL,O,1.0,Others,0.25,12,Winter
9,MILL,E,1.0,Others,0.35,12,Winter
9,MILL,S,1.0,Others,1.1,12,Winter
9,MILL,E,1.0,Others,0.1,12,Winter
9,MILL,E,1.0,Conveyor Failure,0.1,12,Winter
6,CCM-1,O,1.0,Others,2.55,12,Winter
2,OT-1,M,1.0,Others,0.2,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
6,CONV-A,O,1.0,Others,0.45,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,C,1.0,Others,0.2,12,Winter
2,OT-2,M,1.0,Conveyor Failure,1.15,12,Winter
2,OT-2,S,1.0,Others,1.3,12,Winter
2,OT-2,ID,1.0,Operational Delay,0.15,12,Winter
9,MILL,SD,1.0,Others,1.15,12,Winter
4,M/C-2,C,1.0,Others,0.15,12,Winter
2,OT-1,ID,1.0,Operational Delay,5.15,12,Winter
4,RMB,O,1.0,Others,1.0,12,Winter
2,OT-2,C,1.0,Others,1.15,12,Winter
4,M/C-1,O,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.2,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
8,MILL,C,1.0,Production Change,0.15,12,Winter
8,MILL,C,1.0,Production Change,0.15,12,Winter
8,MILL,C,1.0,Others,0.45,12,Winter
8,MILL,E,1.0,Others,0.1,12,Winter
8,MILL,S,1.0,Others,0.4,12,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,12,Winter
7,BAR MILL,O,1.0,Others,0.4,12,Winter
2,OT-1,C,1.0,Others,0.3,12,Winter
2,OT-1,ID,1.0,Operational Delay,1.15,12,Winter
9,MILL,C,1.0,Production Change,0.1,12,Winter
8,MILL,S,1.0,Others,0.4,12,Winter
9,MILL,E,1.0,Others,0.08,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
5,PCM,ID,1.0,Operational Delay,7.0,12,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,12,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,12,Winter
2,LOCP,SD,1.0,Shutdown,8.1,12,Winter
4,RMB,MS,1.0,Others,1.0,12,Winter
6,CONV-B,O,1.0,Others,1.0,12,Winter
6,CONV-C,O,1.0,Others,1.15,12,Winter
1,CT-1,MIS,1.0,Others,4.1,12,Winter
2,OT-1,C,1.0,Others,0.35,12,Winter
2,OT-3,C,1.0,Others,0.45,12,Winter
2,OT-3,ID,1.0,Operational Delay,2.0,12,Winter
4,M/C-2,M,1.0,Others,0.15,12,Winter
9,MILL,E,1.0,Others,0.45,12,Winter
5,PCM,ID,1.0,Operational Delay,12.0,12,Winter
5,PCM,ID,1.0,Operational Delay,12.0,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
6,CCM-1,ID,1.0,Operational Delay,1.4,12,Winter
6,CONV-C,O,1.0,Others,0.2,12,Winter
9,MILL,C,1.0,Others,0.3,12,Winter
4,RMB,M,1.0,Conveyor Failure,1.0,12,Winter
6,CONV-B,O,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.15,12,Winter
9,MILL,C,1.0,Production Change,0.3,12,Winter
9,MILL,C,1.0,Maintenance,0.1,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
2,OT-3,C,1.0,Others,0.4,12,Winter
6,CCM-3,ID,1.0,Operational Delay,0.1,12,Winter
6,CCM-3,O,1.0,Others,1.1,12,Winter
9,MILL,O,1.0,Others,0.45,12,Winter
6,CONV-B,O,1.0,Others,0.25,12,Winter
6,CONV-C,SD,1.0,Others,4.15,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
6,CCM-6,SD,1.0,Shutdown,20.0,12,Winter
6,CCM-1,O,1.0,Conveyor Failure,1.35,12,Winter
6,CONV-B,O,1.0,Others,0.18,12,Winter
6,CONV-B,O,1.0,Others,0.25,12,Winter
4,M/C-2,M,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.45,12,Winter
8,MILL,C,1.0,Maintenance,0.1,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
4,M/C-1,C,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,12,Winter
6,CONV-B,O,1.0,Others,1.25,12,Winter
9,MILL,O,1.0,Others,0.3,12,Winter
9,MILL,O,1.0,Others,0.15,12,Winter
9,MILL,E,1.0,Others,0.35,12,Winter
7,BAR MILL,C,1.0,Production Change,2.0,12,Winter
7,BILLET MIL,C,1.0,Others,1.0,12,Winter
1,CT-2,CR,1.0,Others,24.0,12,Winter
5,PCM,SD,1.0,Others,24.0,12,Winter
14,LBSS-1,O,1.0,Others,24.0,12,Winter
9,MILL,I,1.0,Others,0.15,12,Winter
6,CCM-1,ID,1.0,Operational Delay,3.58,12,Winter
6,MIXER-2,CR,1.0,Others,24.0,12,Winter
14,LBSS-4,O,1.0,Others,11.2,12,Winter
15,FK-5,O,1.0,Maintenance,24.0,12,Winter
2,OT-3,S,1.0,Others,0.55,12,Winter
10,BOILER-5,CR,1.0,Others,24.0,12,Winter
7,BAR MILL,C,1.0,Production Change,1.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.2,12,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BILLET MIL,C,1.0,Others,0.3,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
9,MILL,M,1.0,Others,0.1,12,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,12,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,12,Winter
2,OT-3,S,1.0,Others,2.3,12,Winter
2,OT-2,S,1.0,Others,1.1,12,Winter
7,BILLET MIL,E,1.0,Others,0.3,12,Winter
8,MILL,C,1.0,Production Change,0.1,12,Winter
14,LBSS-4,O,1.0,Others,8.25,12,Winter
5,PCM,ID,1.0,Operational Delay,6.0,12,Winter
5,PCM,ID,1.0,Operational Delay,20.0,12,Winter
9,MILL,C,1.0,Production Change,0.1,12,Winter
4,RMB,MS,1.0,Others,0.45,12,Winter
9,MILL,C,1.0,Others,0.1,12,Winter
9,MILL,M,1.0,Others,0.07,12,Winter
9,MILL,E,1.0,Others,0.1,12,Winter
9,MILL,M,1.0,Others,0.1,12,Winter
9,MILL,E,1.0,Others,0.2,12,Winter
9,MILL,C,1.0,Others,0.35,12,Winter
9,MILL,M,1.0,Others,0.05,12,Winter
1,CT-1,S,1.0,Others,1.45,12,Winter
10,GETS,I,1.0,Others,2.25,12,Winter
2,OT-3,ID,1.0,Operational Delay,0.4,12,Winter
2,BRC,O,1.0,Others,2.0,12,Winter
6,CCM-6,O,1.0,Others,1.55,12,Winter
1,CT-1,S,1.0,Others,1.1,12,Winter
2,OT-1,C,1.0,Others,1.0,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
2,LOCP,SD,1.0,Shutdown,5.0,12,Winter
2,OT-2,C,1.0,Others,1.05,12,Winter
2,WBRC,SD,1.0,Shutdown,8.5,12,Winter
2,BRC,SD,1.0,Shutdown,6.5,12,Winter
2,LOCP,SD,1.0,Shutdown,1.5,12,Winter
2,OT-1,ID,1.0,Operational Delay,5.55,12,Winter
6,CONV-C,O,1.0,Others,1.0,12,Winter
6,CCM-4,O,1.0,Others,4.5,12,Winter
7,BILLET MIL,S,1.0,Others,0.15,12,Winter
8,MILL,C,1.0,Maintenance,0.15,12,Winter
8,MILL,C,1.0,Production Change,0.1,12,Winter
9,MILL,M,1.0,Others,0.1,12,Winter
8,MILL,O,1.0,Others,0.1,12,Winter
8,MILL,C,1.0,Others,0.25,12,Winter
4,RMB,M,1.0,Others,1.0,12,Winter
9,MILL,C,1.0,Production Change,0.1,12,Winter
8,MILL,S,1.0,Others,0.1,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
8,MILL,S,1.0,Others,0.15,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
6,CONV-B,O,1.0,Others,2.0,12,Winter
9,MILL,C,1.0,Production Change,0.15,12,Winter
7,BILLET MIL,MS,1.0,Others,0.15,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,12,Winter
7,BAR MILL,C,1.0,Production Change,2.0,12,Winter
9,MILL,SD,1.0,Others,1.2,12,Winter
6,CONV-C,O,1.0,Others,1.25,12,Winter
9,MILL,E,1.0,Others,0.2,12,Winter
9,MILL,O,1.0,Others,0.15,12,Winter
9,MILL,O,1.0,Others,0.5,12,Winter
6,CONV-B,O,1.0,Others,1.15,12,Winter
4,M/C-2,M,1.0,Others,0.4,12,Winter
4,M/C-2,O,1.0,Others,0.2,12,Winter
1,CT-1,C,1.0,Others,0.45,12,Winter
1,CT-1,ID,1.0,Operational Delay,0.25,12,Winter
2,OT-2,C,1.0,Others,0.35,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
8,MILL,C,1.0,Maintenance,0.3,12,Winter
2,OT-2,ID,1.0,Operational Delay,3.45,12,Winter
2,OT-3,ID,1.0,Operational Delay,13.1,12,Winter
2,OT-3,C,1.0,Others,0.55,12,Winter
2,OT-1,ID,1.0,Operational Delay,3.45,12,Winter
4,M/C-1,C,1.0,Others,0.15,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
4,BRC,E,1.0,Others,0.45,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.4,12,Winter
7,BILLET MIL,C,1.0,Others,0.15,12,Winter
7,BILLET MIL,C,1.0,Maintenance,0.2,12,Winter
1,SCR,E,1.0,Others,1.3,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
7,BAR MILL,C,1.0,Production Change,0.4,12,Winter
8,MILL,S,1.0,Others,0.3,12,Winter
14,LBSS-4,O,1.0,Others,16.05,12,Winter
14,LBSS-4,O,1.0,Others,16.05,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
10,BOILER-5,CR,1.0,Others,24.0,12,Winter
7,BAR MILL,C,1.0,Production Change,0.3,12,Winter
7,BILLET MIL,S,1.0,Others,1.05,12,Winter
7,BILLET MIL,S,1.0,Others,0.15,12,Winter
5,PCM,ID,1.0,Operational Delay,6.0,12,Winter
5,PCM,C,1.0,Others,4.0,12,Winter
9,MILL,O,1.0,Others,0.05,12,Winter
6,CCM-3,O,1.0,Others,1.5,12,Winter
6,CCM-3,ID,1.0,Operational Delay,6.0,12,Winter
6,CCM-2,ID,1.0,Operational Delay,4.2,12,Winter
6,CONV-C,O,1.0,Others,0.15,12,Winter
6,CONV-A,O,1.0,Others,0.5,12,Winter
6,CONV-A,O,1.0,Others,1.3,12,Winter
6,CONV-B,O,1.0,Others,0.2,12,Winter
1,CT-2,CR,1.0,Others,24.0,12,Winter
4,M/C-1,C,1.0,Others,0.15,12,Winter
6,MIXER-2,CR,1.0,Others,24.0,12,Winter
4,M/C-1,M,1.0,Others,0.4,12,Winter
14,LBSS-1,O,1.0,Others,24.0,12,Winter
15,FK-5,O,1.0,Maintenance,24.0,12,Winter
2,OT-1,ID,1.0,Operational Delay,2.3,12,Winter
9,MILL,O,1.0,Others,0.1,12,Winter
5,PCM,ID,1.0,Operational Delay,8.0,12,Winter
5,PCM,ID,1.0,Operational Delay,6.0,12,Winter
5,PCM,ID,1.0,Operational Delay,14.0,12,Winter
6,CCM-1,O,1.0,Others,3.15,12,Winter
6,CCM-1,ID,1.0,Operational Delay,13.0,12,Winter
8,MILL,O,1.0,Others,0.1,12,Winter
9,MILL,E,1.0,Others,0.25,12,Winter
9,MILL,M,1.0,Others,0.2,12,Winter
9,MILL,M,1.0,Others,0.3,12,Winter
9,MILL,C,1.0,Production Change,0.2,12,Winter
9,MILL,C,1.0,Production Change,0.1,12,Winter
9,MILL,O,1.0,Others,0.4,12,Winter
7,BILLET MIL,C,1.0,Production Change,0.15,12,Winter
7,BAR MILL,S,1.0,Others,1.3,12,Winter
6,CONV-B,O,1.0,Others,0.25,12,Winter
9,MILL,O,1.0,Others,0.05,12,Winter
6,CONV-A,O,1.0,Others,0.35,12,Winter
6,CCM-2,O,1.0,Others,2.0,12,Winter
5,F/C-2,O,1.0,Others,0.1,12,Winter
2,OT-1,C,1.0,Others,1.2,12,Winter
9,MILL,M,1.0,Others,0.05,12,Winter
2,OT-1,ID,1.0,Operational Delay,5.3,12,Winter
1,CT-1,C,1.0,Production Change,0.45,12,Winter
2,LOCP,SD,1.0,Shutdown,12.15,12,Winter
5,PCM,SD,1.0,Others,24.0,12,Winter
2,OT-2,M,1.0,Others,0.5,12,Winter
9,MILL,O,1.0,Others,0.15,12,Winter
8,MILL,SD,1.0,Shutdown,13.0,12,Winter
5,PCM,ID,1.0,Operational Delay,6.0,12,Winter
5,PCM,ID,1.0,Operational Delay,4.0,12,Winter
